order_id,supplier_id,hospital_id,simulation_timestamp,delivery_date,status
3839,,24,2025-04-24 11:51:59.344195,,
3840,,24,2025-04-24 11:51:59.346916,,
3841,,24,2025-04-24 11:51:59.349610,,
3842,,24,2025-04-24 11:51:59.352162,,
3843,,24,2025-04-24 11:51:59.354730,,
3844,,24,2025-04-24 11:51:59.357281,,
3845,,24,2025-04-24 11:51:59.359981,,
3846,,24,2025-04-24 11:51:59.362801,,
3847,,24,2025-04-24 11:51:59.365483,,
3848,,24,2025-04-24 11:51:59.368117,,
3849,,24,2025-04-24 11:51:59.370718,,
3850,,24,2025-04-24 11:51:59.373210,,
3851,,25,2025-04-24 11:51:59.375732,,
3852,,25,2025-04-24 11:51:59.378227,,
3853,,25,2025-04-24 11:51:59.380650,,
3854,,25,2025-04-24 11:51:59.383042,,
3855,,25,2025-04-24 11:51:59.385672,,
3856,,25,2025-04-24 11:51:59.388312,,
3857,,25,2025-04-24 11:51:59.390838,,
3858,,25,2025-04-24 11:51:59.393495,,
3859,,25,2025-04-24 11:51:59.396185,,
3860,,25,2025-04-24 11:51:59.398898,,
3861,,25,2025-04-24 11:51:59.401413,,
3862,,25,2025-04-24 11:51:59.403984,,
3863,,25,2025-04-24 11:51:59.406607,,
3864,,25,2025-04-24 11:51:59.409295,,
3865,,25,2025-04-24 11:51:59.412312,,
3866,,25,2025-04-24 11:51:59.414895,,
3867,,25,2025-04-24 11:51:59.417530,,
3868,,25,2025-04-24 11:51:59.420236,,
3869,,25,2025-04-24 11:51:59.422897,,
3870,,25,2025-04-24 11:51:59.425544,,
3871,,25,2025-04-24 11:51:59.428348,,
3872,,25,2025-04-24 11:51:59.430803,,
3873,,5,2025-04-24 11:51:59.433580,,
3874,,7,2025-04-24 11:51:59.436149,,
3875,,9,2025-04-24 11:51:59.438683,,
3876,,12,2025-04-24 11:51:59.441231,,
3877,,1,2025-04-24 11:51:59.444028,,
3878,,1,2025-04-24 11:51:59.446741,,
3879,,1,2025-04-24 11:51:59.449468,,
3880,,1,2025-04-24 11:51:59.452058,,
3881,,1,2025-04-24 11:51:59.454793,,
3882,,1,2025-04-24 11:51:59.457607,,
3883,,1,2025-04-24 11:51:59.460107,,
3884,,1,2025-04-24 11:51:59.462620,,
3885,,1,2025-04-24 11:51:59.464800,,
3886,,1,2025-04-24 11:51:59.467109,,
3887,,1,2025-04-24 11:51:59.469232,,
3888,,1,2025-04-24 11:51:59.471415,,
3889,,1,2025-04-24 11:51:59.473727,,
3890,,1,2025-04-24 11:51:59.476498,,
3891,,1,2025-04-24 11:51:59.479201,,
3892,,1,2025-04-24 11:51:59.481655,,
3893,,1,2025-04-24 11:51:59.484346,,
3894,,1,2025-04-24 11:51:59.486767,,
3895,,2,2025-04-24 11:51:59.489219,,
3896,,2,2025-04-24 11:51:59.491560,,
3897,,2,2025-04-24 11:51:59.493736,,
3898,,2,2025-04-24 11:51:59.495954,,
3899,,2,2025-04-24 11:51:59.498273,,
3900,,2,2025-04-24 11:51:59.500561,,
3901,,2,2025-04-24 11:51:59.502864,,
3902,,2,2025-04-24 11:51:59.505368,,
3903,,2,2025-04-24 11:51:59.507624,,
3904,,2,2025-04-24 11:51:59.510171,,
3905,,2,2025-04-24 11:51:59.512362,,
3906,,1,2025-04-24 11:51:59.514596,,
3907,,1,2025-04-24 11:51:59.516888,,
3908,,1,2025-04-24 11:51:59.519151,,
3909,,1,2025-04-24 11:51:59.521480,,
3910,,1,2025-04-24 11:51:59.523826,,
3911,,1,2025-04-24 11:51:59.526849,,
3912,,1,2025-04-24 11:51:59.529209,,
3913,,1,2025-04-24 11:51:59.531573,,
3914,,1,2025-04-24 11:51:59.533907,,
3915,,1,2025-04-24 11:51:59.536197,,
3916,,1,2025-04-24 11:51:59.538525,,
3917,,1,2025-04-24 11:51:59.540820,,
3918,,2,2025-04-24 11:51:59.543132,,
3919,,2,2025-04-24 11:51:59.545347,,
3920,,2,2025-04-24 11:51:59.547673,,
3921,,2,2025-04-24 11:51:59.550021,,
3922,,2,2025-04-24 11:51:59.552331,,
3923,,2,2025-04-24 11:51:59.554648,,
3924,,2,2025-04-24 11:51:59.557111,,
3925,,2,2025-04-24 11:51:59.559412,,
3926,,2,2025-04-24 11:51:59.561745,,
3927,,2,2025-04-24 11:51:59.564067,,
3928,,2,2025-04-24 11:51:59.566375,,
3929,,2,2025-04-24 11:51:59.568663,,
3930,,2,2025-04-24 11:51:59.571605,,
3931,,25,2025-04-24 11:51:59.574115,,
3932,,25,2025-04-24 11:51:59.576417,,
3933,,25,2025-04-24 11:51:59.578731,,
3934,,25,2025-04-24 11:51:59.581012,,
3935,,25,2025-04-24 11:51:59.583309,,
3936,,25,2025-04-24 11:51:59.585631,,
3937,,25,2025-04-24 11:51:59.587938,,
3938,,25,2025-04-24 11:51:59.590217,,
3939,,25,2025-04-24 11:51:59.592546,,
3940,,2,2025-04-24 11:51:59.594887,,
3941,,2,2025-04-24 11:51:59.597238,,
3942,,2,2025-04-24 11:51:59.599548,,
3943,,2,2025-04-24 11:51:59.601877,,
3944,,2,2025-04-24 11:51:59.604158,,
3945,,2,2025-04-24 11:51:59.606868,,
3946,,2,2025-04-24 11:51:59.609184,,
3947,,2,2025-04-24 11:51:59.611516,,
3948,,2,2025-04-24 11:51:59.613788,,
3949,,2,2025-04-24 11:51:59.616199,,
3950,,2,2025-04-24 11:51:59.619214,,
3951,,3,2025-04-24 11:51:59.621771,,
3952,,3,2025-04-24 11:51:59.624310,,
3953,,3,2025-04-24 11:51:59.628212,,
3954,,3,2025-04-24 11:51:59.630997,,
3955,,3,2025-04-24 11:51:59.633660,,
3956,,3,2025-04-24 11:51:59.636279,,
3957,,3,2025-04-24 11:51:59.638584,,
3958,,3,2025-04-24 11:51:59.640937,,
3959,,3,2025-04-24 11:51:59.643317,,
3960,,4,2025-04-24 11:51:59.645593,,
3961,,4,2025-04-24 11:51:59.647900,,
3962,,4,2025-04-24 11:51:59.650235,,
3963,,4,2025-04-24 11:51:59.652545,,
3964,,4,2025-04-24 11:51:59.654874,,
3965,,4,2025-04-24 11:51:59.657168,,
3966,,4,2025-04-24 11:51:59.659630,,
3967,,4,2025-04-24 11:51:59.661821,,
3968,,4,2025-04-24 11:51:59.664130,,
3969,,4,2025-04-24 11:51:59.666426,,
3970,,4,2025-04-24 11:51:59.668685,,
3971,,4,2025-04-24 11:51:59.671293,,
3972,,4,2025-04-24 11:51:59.673899,,
3973,,4,2025-04-24 11:51:59.676766,,
3974,,4,2025-04-24 11:51:59.679139,,
3975,,4,2025-04-24 11:51:59.681641,,
3976,,4,2025-04-24 11:51:59.683925,,
3977,,4,2025-04-24 11:51:59.686228,,
3978,,4,2025-04-24 11:51:59.688521,,
3979,,9,2025-04-24 11:51:59.690838,,
3980,,14,2025-04-24 11:51:59.693165,,
3981,,18,2025-04-24 11:51:59.695328,,
3982,,21,2025-04-24 11:51:59.697577,,
3983,,22,2025-04-24 11:51:59.699909,,
3984,,2,2025-04-24 11:51:59.702230,,
3985,,2,2025-04-24 11:51:59.704520,,
3986,,3,2025-04-24 11:51:59.706801,,
3987,,3,2025-04-24 11:51:59.709371,,
3988,,3,2025-04-24 11:51:59.711672,,
3989,,3,2025-04-24 11:51:59.713991,,
3990,,3,2025-04-24 11:51:59.717174,,
3991,,3,2025-04-24 11:51:59.719960,,
3992,,3,2025-04-24 11:51:59.722289,,
3993,,3,2025-04-24 11:51:59.724582,,
3994,,3,2025-04-24 11:51:59.726930,,
3995,,3,2025-04-24 11:51:59.729084,,
3996,,3,2025-04-24 11:51:59.731405,,
3997,,3,2025-04-24 11:51:59.733689,,
3998,,3,2025-04-24 11:51:59.736190,,
3999,,3,2025-04-24 11:51:59.738476,,
4000,,3,2025-04-24 11:51:59.740793,,
4001,,3,2025-04-24 11:51:59.743107,,
4002,,3,2025-04-24 11:51:59.745448,,
4003,,3,2025-04-24 11:51:59.747766,,
4004,,3,2025-04-24 11:51:59.750110,,
4005,,3,2025-04-24 11:51:59.752388,,
4006,,3,2025-04-24 11:51:59.754680,,
4007,,3,2025-04-24 11:51:59.756971,,
4008,,3,2025-04-24 11:51:59.759463,,
4009,,3,2025-04-24 11:51:59.761752,,
4010,,3,2025-04-24 11:51:59.764083,,
4011,,3,2025-04-24 11:51:59.766373,,
4012,,3,2025-04-24 11:51:59.768658,,
4013,,3,2025-04-24 11:51:59.770946,,
4014,,3,2025-04-24 11:51:59.773248,,
4015,,3,2025-04-24 11:51:59.776238,,
4016,,3,2025-04-24 11:51:59.779035,,
4017,,3,2025-04-24 11:51:59.781332,,
4018,,3,2025-04-24 11:51:59.783643,,
4019,,2,2025-04-24 11:51:59.785931,,
4020,,5,2025-04-24 11:51:59.788301,,
4021,,5,2025-04-24 11:51:59.790848,,
4022,,5,2025-04-24 11:51:59.793159,,
4023,,5,2025-04-24 11:51:59.795306,,
4024,,5,2025-04-24 11:51:59.797281,,
4025,,5,2025-04-24 11:51:59.799617,,
4026,,5,2025-04-24 11:51:59.801928,,
4027,,5,2025-04-24 11:51:59.804220,,
4028,,5,2025-04-24 11:51:59.806509,,
4029,,5,2025-04-24 11:51:59.808958,,
4030,,5,2025-04-24 11:51:59.811279,,
4031,,5,2025-04-24 11:51:59.813536,,
4032,,5,2025-04-24 11:51:59.815854,,
4033,,5,2025-04-24 11:51:59.818174,,
4034,,2,2025-04-24 11:51:59.820503,,
4035,,2,2025-04-24 11:51:59.823678,,
4036,,2,2025-04-24 11:51:59.825990,,
4037,,2,2025-04-24 11:51:59.828346,,
4038,,2,2025-04-24 11:51:59.830638,,
4039,,2,2025-04-24 11:51:59.832920,,
4040,,2,2025-04-24 11:51:59.835223,,
4041,,2,2025-04-24 11:51:59.837531,,
4042,,2,2025-04-24 11:51:59.839889,,
4043,,2,2025-04-24 11:51:59.842173,,
4044,,2,2025-04-24 11:51:59.844489,,
4045,,2,2025-04-24 11:51:59.846646,,
4046,,2,2025-04-24 11:51:59.848940,,
4047,,3,2025-04-24 11:51:59.851229,,
4048,,3,2025-04-24 11:51:59.853551,,
4049,,1,2025-04-24 11:51:59.855842,,
4050,,3,2025-04-24 11:51:59.858443,,
4051,,3,2025-04-24 11:51:59.860763,,
4052,,3,2025-04-24 11:51:59.862896,,
4053,,3,2025-04-24 11:51:59.865008,,
4054,,3,2025-04-24 11:51:59.867988,,
4055,,3,2025-04-24 11:51:59.870507,,
4056,,3,2025-04-24 11:51:59.872977,,
4057,,3,2025-04-24 11:51:59.875645,,
4058,,3,2025-04-24 11:51:59.878281,,
4059,,3,2025-04-24 11:51:59.880776,,
4060,,3,2025-04-24 11:51:59.883454,,
4061,,24,2025-04-24 11:51:59.885952,,
4062,,24,2025-04-24 11:51:59.888479,,
4063,,24,2025-04-24 11:51:59.890980,,
4064,,24,2025-04-24 11:51:59.893636,,
4065,,24,2025-04-24 11:51:59.896306,,
4066,,24,2025-04-24 11:51:59.898850,,
4067,,24,2025-04-24 11:51:59.901384,,
4068,,24,2025-04-24 11:51:59.903878,,
4069,,24,2025-04-24 11:51:59.906521,,
4070,,24,2025-04-24 11:51:59.909411,,
4071,,24,2025-04-24 11:51:59.912092,,
4072,,24,2025-04-24 11:51:59.914876,,
4073,,24,2025-04-24 11:51:59.917438,,
4074,,3,2025-04-24 11:51:59.920052,,
4075,,3,2025-04-24 11:51:59.922629,,
4076,,3,2025-04-24 11:51:59.925174,,
4077,,3,2025-04-24 11:51:59.927901,,
4078,,3,2025-04-24 11:51:59.930421,,
4079,,3,2025-04-24 11:51:59.932882,,
4080,,24,2025-04-24 11:51:59.935326,,
4081,,24,2025-04-24 11:51:59.937819,,
4082,,24,2025-04-24 11:51:59.940277,,
4083,,24,2025-04-24 11:51:59.942867,,
4084,,24,2025-04-24 11:51:59.945659,,
4085,,6,2025-04-24 11:51:59.948118,,
4086,,8,2025-04-24 11:51:59.950717,,
4087,,9,2025-04-24 11:51:59.953089,,
4088,,12,2025-04-24 11:51:59.955605,,
4089,,15,2025-04-24 11:51:59.957954,,
4090,,17,2025-04-24 11:51:59.960342,,
4091,,18,2025-04-24 11:51:59.962520,,
4092,,19,2025-04-24 11:51:59.964808,,
4093,,22,2025-04-24 11:51:59.967114,,
4094,,2,2025-04-24 11:51:59.969455,,
4095,,4,2025-04-24 11:51:59.971754,,
4096,,6,2025-04-24 11:51:59.974542,,
4097,,9,2025-04-24 11:51:59.977211,,
4098,,10,2025-04-24 11:51:59.979748,,
4099,,15,2025-04-24 11:51:59.982205,,
4100,,18,2025-04-24 11:51:59.984606,,
4101,,19,2025-04-24 11:51:59.987066,,
4102,,21,2025-04-24 11:51:59.989487,,
4103,,22,2025-04-24 11:51:59.991982,,
4104,,24,2025-04-24 11:51:59.994691,,
4105,,25,2025-04-24 11:51:59.997044,,
4106,,1,2025-04-24 11:51:59.999202,,
4107,,1,2025-04-24 11:52:00.001602,,
4108,,1,2025-04-24 11:52:00.004023,,
4109,,1,2025-04-24 11:52:00.006468,,
4110,,1,2025-04-24 11:52:00.009159,,
4111,,1,2025-04-24 11:52:00.011618,,
4112,,1,2025-04-24 11:52:00.013862,,
4113,,1,2025-04-24 11:52:00.016149,,
4114,,1,2025-04-24 11:52:00.018450,,
4115,,1,2025-04-24 11:52:00.020912,,
4116,,1,2025-04-24 11:52:00.023863,,
4117,,1,2025-04-24 11:52:00.026292,,
4118,,1,2025-04-24 11:52:00.028588,,
4119,,1,2025-04-24 11:52:00.030896,,
4120,,1,2025-04-24 11:52:00.033220,,
4121,,1,2025-04-24 11:52:00.035529,,
4122,,1,2025-04-24 11:52:00.037829,,
4123,,1,2025-04-24 11:52:00.040280,,
4124,,1,2025-04-24 11:52:00.042648,,
4125,,1,2025-04-24 11:52:00.045097,,
4126,,1,2025-04-24 11:52:00.047396,,
4127,,1,2025-04-24 11:52:00.049730,,
4128,,1,2025-04-24 11:52:00.052033,,
4129,,1,2025-04-24 11:52:00.054305,,
4130,,1,2025-04-24 11:52:00.056579,,
4131,,1,2025-04-24 11:52:00.058864,,
4132,,1,2025-04-24 11:52:00.061373,,
4133,,1,2025-04-24 11:52:00.063662,,
4134,,1,2025-04-24 11:52:00.065951,,
4135,,1,2025-04-24 11:52:00.068260,,
4136,,1,2025-04-24 11:52:00.071214,,
4137,,1,2025-04-24 11:52:00.073542,,
4138,,1,2025-04-24 11:52:00.075868,,
4139,,1,2025-04-24 11:52:00.078072,,
4140,,4,2025-04-24 11:52:00.080415,,
4141,,6,2025-04-24 11:52:00.082709,,
4142,,9,2025-04-24 11:52:00.085001,,
4143,,12,2025-04-24 11:52:00.087305,,
4144,,14,2025-04-24 11:52:00.089612,,
4145,,15,2025-04-24 11:52:00.091941,,
4146,,17,2025-04-24 11:52:00.094298,,
4147,,18,2025-04-24 11:52:00.096507,,
4148,,21,2025-04-24 11:52:00.098809,,
4149,,22,2025-04-24 11:52:00.101107,,
4150,,24,2025-04-24 11:52:00.103318,,
4151,,2,2025-04-24 11:52:00.105240,,
4152,,4,2025-04-24 11:52:00.107590,,
4153,,6,2025-04-24 11:52:00.109927,,
4154,,8,2025-04-24 11:52:00.112396,,
4155,,9,2025-04-24 11:52:00.114701,,
4156,,12,2025-04-24 11:52:00.117625,,
4157,,15,2025-04-24 11:52:00.120236,,
4158,,18,2025-04-24 11:52:00.122778,,
4159,,19,2025-04-24 11:52:00.125254,,
4160,,21,2025-04-24 11:52:00.128046,,
4161,,22,2025-04-24 11:52:00.130593,,
4162,,2,2025-04-24 11:52:00.132942,,
4163,,4,2025-04-24 11:52:00.135294,,
4164,,6,2025-04-24 11:52:00.137598,,
4165,,8,2025-04-24 11:52:00.139904,,
4166,,9,2025-04-24 11:52:00.142209,,
4167,,10,2025-04-24 11:52:00.144511,,
4168,,12,2025-04-24 11:52:00.146771,,
4169,,15,2025-04-24 11:52:00.149079,,
4170,,18,2025-04-24 11:52:00.151370,,
4171,,19,2025-04-24 11:52:00.153711,,
4172,,21,2025-04-24 11:52:00.156037,,
4173,,22,2025-04-24 11:52:00.158326,,
4174,,24,2025-04-24 11:52:00.160627,,
4175,,3,2025-04-24 11:52:00.162772,,
4176,,8,2025-04-24 11:52:00.165260,,
4177,,9,2025-04-24 11:52:00.167588,,
4178,,12,2025-04-24 11:52:00.170534,,
4179,,14,2025-04-24 11:52:00.173106,,
4180,,15,2025-04-24 11:52:00.175591,,
4181,,17,2025-04-24 11:52:00.178267,,
4182,,18,2025-04-24 11:52:00.180728,,
4183,,19,2025-04-24 11:52:00.183264,,
4184,,21,2025-04-24 11:52:00.185827,,
4185,,22,2025-04-24 11:52:00.188145,,
4186,,24,2025-04-24 11:52:00.190432,,
4187,,4,2025-04-24 11:52:00.192686,,
4188,,6,2025-04-24 11:52:00.195203,,
4189,,9,2025-04-24 11:52:00.197551,,
4190,,11,2025-04-24 11:52:00.199878,,
4191,,12,2025-04-24 11:52:00.202211,,
4192,,14,2025-04-24 11:52:00.204544,,
4193,,15,2025-04-24 11:52:00.206844,,
4194,,17,2025-04-24 11:52:00.209134,,
4195,,18,2025-04-24 11:52:00.211718,,
4196,,19,2025-04-24 11:52:00.214259,,
4197,,21,2025-04-24 11:52:00.216589,,
4198,,4,2025-04-24 11:52:00.219437,,
4199,,8,2025-04-24 11:52:00.221986,,
4200,,11,2025-04-24 11:52:00.224395,,
4201,,13,2025-04-24 11:52:00.227016,,
4202,,14,2025-04-24 11:52:00.229669,,
4203,,15,2025-04-24 11:52:00.232150,,
4204,,17,2025-04-24 11:52:00.234487,,
4205,,18,2025-04-24 11:52:00.236793,,
4206,,21,2025-04-24 11:52:00.239153,,
4207,,25,2025-04-24 11:52:00.241491,,
4208,,4,2025-04-24 11:52:00.243810,,
4209,,5,2025-04-24 11:52:00.246180,,
4210,,6,2025-04-24 11:52:00.248484,,
4211,,8,2025-04-24 11:52:00.250776,,
4212,,11,2025-04-24 11:52:00.253081,,
4213,,13,2025-04-24 11:52:00.255407,,
4214,,14,2025-04-24 11:52:00.257692,,
4215,,15,2025-04-24 11:52:00.260011,,
4216,,17,2025-04-24 11:52:00.262363,,
4217,,18,2025-04-24 11:52:00.264706,,
4218,,21,2025-04-24 11:52:00.267816,,
4219,,25,2025-04-24 11:52:00.270380,,
4220,,5,2025-04-24 11:52:00.272702,,
4221,,6,2025-04-24 11:52:00.275055,,
4222,,8,2025-04-24 11:52:00.277391,,
4223,,10,2025-04-24 11:52:00.279727,,
4224,,11,2025-04-24 11:52:00.282034,,
4225,,13,2025-04-24 11:52:00.284368,,
4226,,16,2025-04-24 11:52:00.286662,,
4227,,17,2025-04-24 11:52:00.288956,,
4228,,20,2025-04-24 11:52:00.291252,,
4229,,25,2025-04-24 11:52:00.293807,,
4230,,5,2025-04-24 11:52:00.296020,,
4231,,6,2025-04-24 11:52:00.298305,,
4232,,8,2025-04-24 11:52:00.300623,,
4233,,10,2025-04-24 11:52:00.302919,,
4234,,11,2025-04-24 11:52:00.305232,,
4235,,13,2025-04-24 11:52:00.307527,,
4236,,16,2025-04-24 11:52:00.309847,,
4237,,17,2025-04-24 11:52:00.312790,,
4238,,18,2025-04-24 11:52:00.315276,,
4239,,20,2025-04-24 11:52:00.318071,,
4240,,22,2025-04-24 11:52:00.320530,,
4241,,23,2025-04-24 11:52:00.322986,,
4242,,5,2025-04-24 11:52:00.325417,,
4243,,10,2025-04-24 11:52:00.328096,,
4244,,12,2025-04-24 11:52:00.330633,,
4245,,13,2025-04-24 11:52:00.332984,,
4246,,14,2025-04-24 11:52:00.335293,,
4247,,16,2025-04-24 11:52:00.337838,,
4248,,17,2025-04-24 11:52:00.340162,,
4249,,20,2025-04-24 11:52:00.342682,,
4250,,22,2025-04-24 11:52:00.344944,,
4251,,23,2025-04-24 11:52:00.347251,,
4252,,25,2025-04-24 11:52:00.349537,,
4253,,5,2025-04-24 11:52:00.351825,,
4254,,8,2025-04-24 11:52:00.354115,,
4255,,12,2025-04-24 11:52:00.356446,,
4256,,13,2025-04-24 11:52:00.358749,,
4257,,16,2025-04-24 11:52:00.361060,,
4258,,19,2025-04-24 11:52:00.363193,,
4259,,20,2025-04-24 11:52:00.365552,,
4260,,22,2025-04-24 11:52:00.368055,,
4261,,23,2025-04-24 11:52:00.370377,,
4262,,25,2025-04-24 11:52:00.372643,,
4263,,7,2025-04-24 11:52:00.374969,,
4264,,6,2025-04-24 11:52:00.377303,,
4265,,8,2025-04-24 11:52:00.379463,,
4266,,11,2025-04-24 11:52:00.381773,,
4267,,14,2025-04-24 11:52:00.384065,,
4268,,15,2025-04-24 11:52:00.386335,,
4269,,20,2025-04-24 11:52:00.388632,,
4270,,21,2025-04-24 11:52:00.390869,,
4271,,23,2025-04-24 11:52:00.393202,,
4272,,25,2025-04-24 11:52:00.395539,,
4273,,8,2025-04-24 11:52:00.397869,,
4274,,10,2025-04-24 11:52:00.400185,,
4275,,13,2025-04-24 11:52:00.403175,,
4276,,14,2025-04-24 11:52:00.405756,,
4277,,16,2025-04-24 11:52:00.408278,,
4278,,17,2025-04-24 11:52:00.410993,,
4279,,19,2025-04-24 11:52:00.413757,,
4280,,20,2025-04-24 11:52:00.416223,,
4281,,23,2025-04-24 11:52:00.418894,,
4282,,5,2025-04-24 11:52:00.421465,,
4283,,7,2025-04-24 11:52:00.424208,,
4284,,8,2025-04-24 11:52:00.426999,,
4285,,12,2025-04-24 11:52:00.429415,,
4286,,13,2025-04-24 11:52:00.431944,,
4287,,14,2025-04-24 11:52:00.434316,,
4288,,16,2025-04-24 11:52:00.436607,,
4289,,21,2025-04-24 11:52:00.438902,,
4290,,22,2025-04-24 11:52:00.441188,,
4291,,23,2025-04-24 11:52:00.443496,,
4292,,25,2025-04-24 11:52:00.445693,,
4293,,5,2025-04-24 11:52:00.448022,,
4294,,7,2025-04-24 11:52:00.450392,,
4295,,9,2025-04-24 11:52:00.453229,,
4296,,10,2025-04-24 11:52:00.455538,,
4297,,12,2025-04-24 11:52:00.457842,,
4298,,14,2025-04-24 11:52:00.460174,,
4299,,16,2025-04-24 11:52:00.462532,,
4300,,17,2025-04-24 11:52:00.464896,,
4301,,22,2025-04-24 11:52:00.467208,,
4302,,23,2025-04-24 11:52:00.469655,,
4303,,5,2025-04-24 11:52:00.471930,,
4304,,10,2025-04-24 11:52:00.474226,,
4305,,12,2025-04-24 11:52:00.476534,,
4306,,13,2025-04-24 11:52:00.478996,,
4307,,14,2025-04-24 11:52:00.481318,,
4308,,16,2025-04-24 11:52:00.483602,,
4309,,17,2025-04-24 11:52:00.485925,,
4310,,21,2025-04-24 11:52:00.488237,,
4311,,25,2025-04-24 11:52:00.490546,,
4312,,25,2025-04-24 11:52:00.493636,,
4313,,25,2025-04-24 11:52:00.496300,,
4314,,25,2025-04-24 11:52:00.498837,,
4315,,25,2025-04-24 11:52:00.501354,,
4316,,25,2025-04-24 11:52:00.504017,,
4317,,25,2025-04-24 11:52:00.506512,,
4318,,25,2025-04-24 11:52:00.509073,,
4319,,25,2025-04-24 11:52:00.511721,,
4320,,25,2025-04-24 11:52:00.514064,,
4321,,25,2025-04-24 11:52:00.516379,,
4322,,25,2025-04-24 11:52:00.518691,,
4323,,25,2025-04-24 11:52:00.521201,,
4324,,25,2025-04-24 11:52:00.523541,,
4325,,25,2025-04-24 11:52:00.525845,,
4326,,25,2025-04-24 11:52:00.528143,,
4327,,25,2025-04-24 11:52:00.530409,,
4328,,25,2025-04-24 11:52:00.532741,,
4329,,25,2025-04-24 11:52:00.535039,,
4330,,25,2025-04-24 11:52:00.537409,,
4331,,25,2025-04-24 11:52:00.539710,,
4332,,25,2025-04-24 11:52:00.541965,,
4333,,25,2025-04-24 11:52:00.544209,,
4334,,25,2025-04-24 11:52:00.547081,,
4335,,25,2025-04-24 11:52:00.549655,,
4336,,25,2025-04-24 11:52:00.552102,,
4337,,25,2025-04-24 11:52:00.554551,,
4338,,25,2025-04-24 11:52:00.556950,,
4339,,25,2025-04-24 11:52:00.559426,,
4340,,25,2025-04-24 11:52:00.562082,,
4341,,25,2025-04-24 11:52:00.564549,,
4342,,25,2025-04-24 11:52:00.567029,,
4343,,25,2025-04-24 11:52:00.569468,,
4344,,25,2025-04-24 11:52:00.572059,,
4345,,25,2025-04-24 11:52:00.574543,,
4346,,25,2025-04-24 11:52:00.577268,,
4347,,25,2025-04-24 11:52:00.579926,,
4348,,25,2025-04-24 11:52:00.582452,,
4349,,25,2025-04-24 11:52:00.585002,,
4350,,25,2025-04-24 11:52:00.587541,,
4351,,25,2025-04-24 11:52:00.590065,,
4352,,25,2025-04-24 11:52:00.592712,,
4353,,25,2025-04-24 11:52:00.595088,,
4354,,25,2025-04-24 11:52:00.597294,,
4355,,25,2025-04-24 11:52:00.599583,,
4356,,25,2025-04-24 11:52:00.601874,,
4357,,25,2025-04-24 11:52:00.604401,,
4358,,25,2025-04-24 11:52:00.606714,,
4359,,9,2025-04-24 11:52:00.609644,,
4360,,13,2025-04-24 11:52:00.612312,,
4361,,14,2025-04-24 11:52:00.614849,,
4362,,17,2025-04-24 11:52:00.617336,,
4363,,20,2025-04-24 11:52:00.619833,,
4364,,21,2025-04-24 11:52:00.622310,,
4365,,23,2025-04-24 11:52:00.624794,,
4366,,4,2025-04-24 11:52:00.627681,,
4367,,5,2025-04-24 11:52:00.630074,,
4368,,6,2025-04-24 11:52:00.634106,,
4369,,8,2025-04-24 11:52:00.636442,,
4370,,9,2025-04-24 11:52:00.638777,,
4371,,11,2025-04-24 11:52:00.641087,,
4372,,14,2025-04-24 11:52:00.643415,,
4373,,15,2025-04-24 11:52:00.645726,,
4374,,20,2025-04-24 11:52:00.648521,,
4375,,21,2025-04-24 11:52:00.651044,,
4376,,23,2025-04-24 11:52:00.653535,,
4377,,25,2025-04-24 11:52:00.655982,,
4378,,3,2025-04-24 11:52:00.658469,,
4379,,3,2025-04-24 11:52:00.661096,,
4380,,3,2025-04-24 11:52:00.663447,,
4381,,3,2025-04-24 11:52:00.665992,,
4382,,3,2025-04-24 11:52:00.668316,,
4383,,3,2025-04-24 11:52:00.670825,,
4384,,3,2025-04-24 11:52:00.673123,,
4385,,3,2025-04-24 11:52:00.675423,,
4386,,3,2025-04-24 11:52:00.677603,,
4387,,3,2025-04-24 11:52:00.679692,,
4388,,3,2025-04-24 11:52:00.682348,,
4389,,3,2025-04-24 11:52:00.684664,,
4390,,3,2025-04-24 11:52:00.686891,,
4391,,3,2025-04-24 11:52:00.689168,,
4392,,3,2025-04-24 11:52:00.691663,,
4393,,3,2025-04-24 11:52:00.694099,,
4394,,3,2025-04-24 11:52:00.696839,,
4395,,3,2025-04-24 11:52:00.699508,,
4396,,3,2025-04-24 11:52:00.701932,,
4397,,4,2025-04-24 11:52:00.704364,,
4398,,4,2025-04-24 11:52:00.706798,,
4399,,4,2025-04-24 11:52:00.709238,,
4400,,4,2025-04-24 11:52:00.711907,,
4401,,4,2025-04-24 11:52:00.714271,,
4402,,4,2025-04-24 11:52:00.716569,,
4403,,4,2025-04-24 11:52:00.718886,,
4404,,4,2025-04-24 11:52:00.721187,,
4405,,4,2025-04-24 11:52:00.723537,,
4406,,4,2025-04-24 11:52:00.726068,,
4407,,4,2025-04-24 11:52:00.728346,,
4408,,4,2025-04-24 11:52:00.730792,,
4409,,4,2025-04-24 11:52:00.733081,,
4410,,4,2025-04-24 11:52:00.735360,,
4411,,4,2025-04-24 11:52:00.737629,,
4412,,4,2025-04-24 11:52:00.739914,,
4413,,4,2025-04-24 11:52:00.742259,,
4414,,4,2025-04-24 11:52:00.745164,,
4415,,4,2025-04-24 11:52:00.747658,,
4416,,4,2025-04-24 11:52:00.750027,,
4417,,4,2025-04-24 11:52:00.752345,,
4418,,4,2025-04-24 11:52:00.754629,,
4419,,4,2025-04-24 11:52:00.756926,,
